dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.3968312740325928,3.870438098907471,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1957578659057615,2.583391666412353,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.3412690162658691,4.413243532180786,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1486495733261108,2.6377294063568115,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.3355804681777954,4.093213319778442,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1668400764465332,2.64686918258667,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2367697954177856,4.18712592124939,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2188091278076172,2.689840078353882,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.251605987548828,4.047876596450806,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.225534200668335,2.484261274337769,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2766180038452148,3.816681385040283,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1473639011383057,2.321281671524048,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1366002559661863,3.620604038238525,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.175912380218506,2.2478067874908447,EvolveGCNO
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1887526512145996,3.806027173995972,EvolveGCNO
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2242226600646973,4.372899055480957,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2418967485427856,5.970270395278931,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2850478887557983,4.45488429069519,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1800949573516846,5.896738290786743,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.278439164161682,4.534095764160156,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2565653324127195,5.999705076217651,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2258349657058716,4.444163084030151,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.212031006813049,6.021822690963745,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.188955783843994,4.175787687301636,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.363625407218933,5.51219654083252,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2293362617492676,4.139535427093506,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2246739864349363,5.526562929153442,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.138557195663452,4.075298547744751,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.282629132270813,5.526235103607178,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1889296770095823,4.1566784381866455,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2564547061920166,5.549929618835449,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2683830261230469,4.208825588226318,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2821364402770996,5.452097177505493,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2106364965438845,4.285509824752808,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2064449787139893,5.53616189956665,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.261025309562683,4.200909852981567,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2348817586898804,5.602280616760254,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2030876874923706,4.053857803344727,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.270095944404602,5.404610633850098,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.172047138214111,4.031126022338867,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.3441619873046875,5.333819150924683,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1863917112350464,3.824979066848755,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.4954848289489746,5.35834002494812,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.4331798553466797,4.007197141647339,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1806987524032593,5.2882399559021,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1851625442504885,4.126775503158569,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2502362728118896,5.853325843811035,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.145424723625183,4.51967716217041,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.216163992881775,5.960238933563232,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2603840827941897,4.451769828796387,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2442529201507568,5.898227691650391,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1978167295455933,4.679258823394775,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2871811389923096,6.292051076889038,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1975765228271484,3.974980592727661,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1621688604354858,4.584296464920044,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1241559982299805,4.807085275650024,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2541173696517944,6.659889221191406,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1931453943252563,3.8810513019561768,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.3073184490203855,5.270850896835327,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2570260763168335,4.025585651397705,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2347124814987185,5.472182035446167,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.210011601448059,4.15503716468811,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.328477144241333,5.503997087478638,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.178890585899353,4.132138967514038,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2739084959030151,5.554021596908569,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2430239915847778,4.152265548706055,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.3938469886779783,5.570285320281982,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2336268424987793,4.168085098266602,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.345318078994751,5.52718710899353,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2835979461669922,4.095577239990234,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2634588479995728,5.559818744659424,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1916793584823608,4.168417930603027,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.2894912958145142,5.541974067687988,TGCN
pedalme,STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.179558277130127,4.13530421257019,TGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,12.0,linear,50.0,1.1939009428024292,5.675922155380249,TGCN
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2013131380081177,10.12617826461792,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2017391920089722,11.42177677154541,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.221281886100769,10.167448043823242,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2429271936416626,12.100908994674684,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.212763428688049,10.612982034683228,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2549583911895752,12.365750312805176,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2285583019256592,11.369467496871948,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1935248374938965,12.35202407836914,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1451020240783691,10.835074663162231,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.238448977470398,10.260514497756958,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2022225856781006,8.224515914916992,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.3278529644012451,10.3091881275177,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2345377206802368,9.47408890724182,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2388006448745728,10.728480815887451,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2310136556625366,9.587608575820925,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2345110177993774,9.779677867889404,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.227798342704773,8.634324550628662,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1801079511642456,9.698614835739136,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.234811544418335,8.402562379837036,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.206764817237854,9.558738708496094,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2276244163513184,8.89421010017395,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.223612904548645,10.794404745101929,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.181166410446167,9.900455474853516,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2417175769805908,10.721158504486084,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1862412691116333,9.453275442123411,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.191062331199646,10.561114311218262,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.288222074508667,9.39730978012085,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.242533564567566,11.096177101135254,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2012786865234375,10.21465301513672,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2084879875183103,11.27540683746338,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1782218217849731,10.174657106399536,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.266159176826477,11.603579759597778,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.212767481803894,10.2643461227417,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2045332193374634,11.78820824623108,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1532026529312134,10.385616064071655,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2177902460098269,11.421633958816528,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2454516887664795,10.07941484451294,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.186006784439087,10.32734990119934,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1260044574737549,9.549237489700316,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2679334878921509,11.343667030334473,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.228482007980347,9.886780738830566,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.4403387308120728,11.891544103622437,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1605303287506104,10.155546426773071,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1921782493591309,11.621436595916748,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.249701976776123,10.20228123664856,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.250192642211914,11.730844497680664,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1738206148147583,10.500407457351685,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.242030143737793,12.032384395599363,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.222564697265625,10.007373571395874,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2292481660842896,10.88878893852234,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.212054967880249,8.620256662368774,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.1942671537399292,11.237994194030762,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.150578260421753,9.486917972564695,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.190313696861267,11.628743648529053,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2408307790756226,12.283867120742798,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.176292896270752,13.640414237976074,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.160161018371582,9.11563277244568,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2473700046539309,13.74352478981018,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2519265413284302,10.515020847320557,GConvLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,2.0,linear,50.0,1.2318869829177856,11.63389277458191,GConvLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2038416862487793,4.2887351512908936,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1663612127304075,5.802989721298218,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.164365530014038,4.241387367248535,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.226711630821228,5.753896951675415,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.31942880153656,4.260437250137329,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1559885740280151,5.680683374404907,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2546465396881104,4.269938945770264,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1434297561645508,5.857258558273315,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2598685026168823,4.355650663375855,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2331695556640625,5.772502183914185,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2748494148254397,4.184595108032227,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1436100006103516,5.669226408004761,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2258731126785278,4.135491847991943,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.191980004310608,5.921747207641602,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2366284132003784,4.230221509933472,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1946183443069458,5.648660898208618,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2161184549331665,4.214132785797119,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2018301486968994,5.683768272399902,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2120250463485718,4.173099040985107,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1571755409240725,5.476007699966431,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2015303373336792,4.217442989349365,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1496278047561646,5.762246131896973,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1698814630508425,4.425242424011231,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1544204950332642,5.68712592124939,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.209366798400879,4.204310655593872,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.185422658920288,5.639241456985474,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.189713716506958,4.384275197982788,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.209791660308838,5.613242149353027,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.206179141998291,4.259656190872192,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1663446426391602,6.554985523223877,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2400352954864502,4.344585657119751,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2393537759780884,5.831774950027466,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2043277025222778,4.373343467712402,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.149884581565857,5.696780920028687,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.216755747795105,4.221428871154785,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1440448760986328,5.906785488128662,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.239322066307068,4.692854404449463,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.180331826210022,6.168355226516724,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.213178634643555,4.62693977355957,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1387039422988892,6.387951850891113,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.206955075263977,4.665423393249512,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2138547897338867,6.157084941864014,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1918694972991943,4.353317260742188,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2147012948989868,5.686912059783936,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2610303163528442,4.236215829849243,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1415947675704956,5.675346851348877,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2591922283172607,4.2964582443237305,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2186099290847778,5.568991184234619,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2201968431472778,4.156832695007324,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1568256616592407,5.511093854904175,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.172369122505188,4.1396484375,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.221623420715332,5.498823642730713,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1931864023208618,4.159114837646484,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.206580638885498,5.512783765792847,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2446893453598022,4.187127113342285,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.1884621381759644,6.252734184265137,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.217437744140625,4.26797080039978,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2346912622451782,5.760228395462036,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2324764728546145,4.337074279785156,GCLSTM
pedalme,IT-STGCN,0.2857142857142857,block,4,4.0,linear,50.0,1.2096374034881592,5.694510221481323,GCLSTM
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2052054405212402,6.299420595169067,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1854023933410645,7.745650053024292,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2251421213150024,6.607344150543213,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1781470775604248,8.003927946090698,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1468764543533323,6.438874244689941,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1697999238967896,7.892555475234985,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1872689723968506,6.387187004089356,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.159644365310669,7.760449886322021,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1920344829559326,6.33885931968689,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1204583644866943,7.8088767528533936,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.3038235902786257,6.155858516693115,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1502890586853027,7.657976388931274,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1951584815979004,6.360129594802856,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.117388129234314,8.025153875350952,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2368704080581665,5.748727798461914,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.179800271987915,6.309390068054199,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1397548913955688,5.242630243301392,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.166664481163025,6.473216533660889,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1513454914093018,5.319899320602417,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1395524740219116,6.490546464920044,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2267602682113647,5.3475213050842285,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.195733904838562,6.561586618423462,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1645039319992063,5.842224597930908,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2160882949829102,7.041088819503784,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.242813229560852,5.905568599700928,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1621381044387815,7.356509685516357,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2353782653808594,5.899051666259766,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1408971548080444,6.983215570449829,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1615214347839355,5.427910804748535,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1810762882232666,6.900447607040405,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.220183253288269,6.250658512115479,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.172407865524292,8.284730911254883,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.191475749015808,6.7186384201049805,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.18317973613739,7.215883731842041,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2247170209884644,6.21052360534668,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.3419526815414429,7.475874185562134,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1772193908691406,6.277291297912598,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1322463750839231,7.689692735671997,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1626893281936646,6.293488264083862,LRGCN
pedalme,IT-STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.1610784530639648,7.82463264465332,LRGCN
pedalme,STGCN,0.2857142857142857,block,4,8.0,linear,50.0,1.2003278732299805,6.128822565078735,LRGCN
